,bn,school_year,start_date,overall_rating,indicator_1_1,indicator_1_2,indicator_1_3,indicator_1_4,indicator_1_5,indicator_1_6,indicator_1_7,indicatoroverall_1,indicator_2_1,indicator_2_2,indicator_2_3,indicator_2_4,indicator_2_5,indicator_2_6,indicator_2_7,indicatoroverall_2,indicator_3_1,indicator_3_2,indicator_3_3,indicator_3_4,indicator_3_5,indicator_3_6,indicator_3_7,indicator_3_8,indicatoroverall_3,indicator_4_1,indicator_4_2,indicator_4_3,indicator_4_4,indicator_4_5,indicator_4_6,indicator_4_7,indicatoroverall_4,indicator_5_1,indicator_5_2,indicator_5_3,indicator_5_4,indicator_5_5,indicator_5_6,indicator_5_7,indicatoroverall_5
835,M751,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,WD,U,WD,P,No Data,No Data,No Data,P,P,WD,P,U,P,No Data,No Data,P,WD,P,WD,WD,WD,P,P,WD,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
836,X045,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,WD,WD,WD,P,WD,P,P,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
837,X159,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,WD,P,WD,P,P,P,P,U,P,P,P,P,U,P,P,P,No Data,No Data,No Data,P
838,X244,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,WD,WD,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
839,X254,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,WD,P,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,WD,P,P,P,P,U,P,P,P,P,U,P,P,P,No Data,No Data,No Data,P
840,X297,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,U,WD,P,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
841,X310,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,P,WD,WD,No Data,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,P,P,P,No Data,No Data,No Data,P
842,X811,2006-07-01T00:00:00.000,2007-03-05T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,U,P,P,P,No Data,No Data,P,P,P,P,P,U,P,WD,P,P,P,P,U,P,WD,WD,WD,P,P,P,P,U,No Data,No Data,No Data,P
843,K117,2006-07-01T00:00:00.000,2007-03-06T00:00:00.000,U,P,P,U,U,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,U,U,P,P,P,U,P,P,U,P,U,P,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
844,X545,2006-07-01T00:00:00.000,2007-03-06T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,P,WD,WD,WD,P,P,WD,P,WD,P,P,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
845,K474,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,U,U,U,P,U,No Data,No Data,No Data,U,U,U,U,P,P,No Data,No Data,U,P,U,P,P,P,P,P,P,P,P,P,P,P,WD,WD,WD,P,U,P,P,U,No Data,No Data,No Data,P
846,K497,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,WD,P,No Data,No Data,P,P,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
847,K530,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,P,U,U,U,No Data,No Data,U,U,U,P,P,P,U,U,P,U,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
848,K640,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,U,P,WD,P,WD,P,WD,P,U,P,U,U,No Data,No Data,No Data,U
849,X213,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,P,P,WD,P,WD,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
850,X437,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,P,WD,P,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,P,P,P,WD,WD,WD,P,P,WD,P,P,P,P,P,WD,WD,WD,P,P,WD,P,P,No Data,No Data,No Data,P
851,X439,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,P,P,P,WD,P,No Data,No Data,No Data,P,P,WD,WD,WD,P,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,P,WD,WD,P,No Data,No Data,No Data,P
852,X546,2006-07-01T00:00:00.000,2007-03-07T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,P,WD,P,No Data,No Data,No Data,WD
853,K103,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,P,WD,P,U,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,WD,P,P,P,P,U,U,No Data,No Data,No Data,U
854,K265,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,WD,P,WD,P,WD,P,WD,WD,P,P,WD,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
855,K558,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,U,P,U,P,P,P,P,WD,P,P,P,U,P,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
856,X128,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,WD,WD,No Data,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,WD,P,P,P,U,P,P,No Data,No Data,No Data,P
857,X206,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,P,P,WD,WD,WD,P,P,P,WD,WD,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
858,X276,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,U,U,P,P,P,U,WD,U,U,P,U,P,P,WD,P,WD,P,U,U,U,U,No Data,No Data,No Data,U
859,X308,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,P,P,U,U,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,P,P,P,P,P,P,P,P,P,P,P,U,P,P,No Data,No Data,No Data,P
860,X327,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,WD,U,U,P,No Data,No Data,No Data,P,P,WD,WD,WD,WD,No Data,No Data,WD,P,P,P,WD,WD,P,WD,WD,P,WD,P,P,WD,WD,P,P,P,P,WD,WD,P,No Data,No Data,No Data,P
861,X660,2006-07-01T00:00:00.000,2007-03-08T00:00:00.000,P,P,P,WD,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,WD,P,WD,P,P,P,P,P,P,P,P,WD,WD,WD,P,P,U,P,P,No Data,No Data,No Data,P
862,K015,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,P,No Data,No Data,No Data,P
863,K018,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,U,U,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,WD,P,P,P,P,P,WD,WD,P,P,U,P,P,U,No Data,No Data,No Data,U
864,K032,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,P,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
865,K054,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,U,P,P,U,U,No Data,No Data,No Data,U,U,P,P,P,P,No Data,No Data,P,U,P,P,P,P,P,P,P,P,P,P,P,U,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
866,K256,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,WD,WD,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
867,K304,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,U,U,P,U,P,No Data,No Data,No Data,P,U,P,U,U,U,No Data,No Data,U,P,P,P,P,P,U,P,U,P,P,U,P,P,P,U,P,U,U,P,U,U,No Data,No Data,No Data,U
868,K368,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,U,P,No Data,No Data,P,WD,U,P,P,U,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
869,K369,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
870,K372,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,No Data,No Data,No Data,WD
871,K419,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,U,U,P,P,P,U,P,U,U,U,U,U,U,P,P,P,U,U,U,U,U,No Data,No Data,No Data,U
872,K509,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,P,P,P,P,P,U,WD,P,WD,P,U,U,P,U,No Data,No Data,No Data,U
873,K549,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
874,M035,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,P,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
875,M463,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,No Data,No Data,No Data,P
876,M468,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,P,No Data,No Data,No Data,P
877,M544,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,P,WD,WD,WD,P,WD,P,P,P,P,P,P,WD,WD,WD,P,U,P,P,P,No Data,No Data,No Data,P
878,M586,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,WD,WD,WD,P,U,P,U,U,No Data,No Data,No Data,U
879,Q224,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,WD,WD,P,U,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,P,WD,P,P,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,P,No Data,No Data,No Data,P
880,X008,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,WD,P,WD,P,WD,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
881,X017,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,WD,U,P,P,No Data,No Data,No Data,P,WD,P,P,P,WD,No Data,No Data,P,P,P,P,P,WD,WD,WD,WD,P,P,WD,P,P,WD,WD,WD,P,P,P,P,WD,No Data,No Data,No Data,P
882,X054,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,U,P,P,U,U,No Data,No Data,No Data,U,P,U,P,U,U,No Data,No Data,U,P,U,P,P,P,U,U,P,P,P,P,P,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
883,X079,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,WD,WD,P,P,P,WD,P,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
884,X163,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,U,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,WD,WD,P,WD,P,P,U,WD,WD,P,P,P,No Data,No Data,No Data,P
885,X199,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,WD,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,P,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,WD,WD,No Data,No Data,No Data,P
886,X270,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,P,P,P,P,P,P,WD,P,P,P,WD,WD,WD,WD,P,WD,WD,P,P,P,P,No Data,No Data,No Data,P
887,X390,2006-07-01T00:00:00.000,2007-03-12T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,P,P,P,P,WD,P,P,WD,P,P,U,P,P,U,No Data,No Data,No Data,U
888,K605,2006-07-01T00:00:00.000,2007-03-13T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
889,X053,2006-07-01T00:00:00.000,2007-03-13T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,WD,WD,P,P,P,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
890,X094,2006-07-01T00:00:00.000,2007-03-13T00:00:00.000,U,U,U,P,U,No Data,No Data,No Data,U,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,U,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
891,K024,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
892,K044,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,P,WD,No Data,No Data,P,P,P,P,WD,WD,WD,WD,P,P,P,WD,P,WD,WD,WD,P,WD,P,WD,P,P,No Data,No Data,No Data,P
893,K094,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
894,M285,2007-08-01T00:00:00.000,2008-03-06T00:00:00.000,P,WD,P,P,P,P,P,P,P,WD,WD,P,P,P,P,UPF,P,WD,WD,P,WD,P,P,UPF,No Data,P,P,WD,P,P,O,P,P,P,P,P,WD,P,P,P,P,P
895,K297,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,WD,WD,P,P,No Data,No Data,No Data,P,WD,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
896,M094,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,WD,P,WD,P,No Data,No Data,No Data,P,U,P,P,U,P,No Data,No Data,P,P,P,WD,WD,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
897,M308,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,U,WD,WD,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
898,M543,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD,P,P,P,WD,No Data,No Data,No Data,P
899,Q265,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,P,P,WD,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
900,X032,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
901,X037,2006-07-01T00:00:00.000,2007-03-14T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,P,No Data,No Data,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,U,P,U,U,No Data,No Data,No Data,U
902,K026,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,P,U,No Data,No Data,P,WD,P,P,P,P,WD,P,WD,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
903,K093,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
904,K322,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,WD,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
905,K561,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
906,M303,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,U,P,P,P,P,WD,U,P,P,P,U,P,P,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
907,M467,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,No Data,No Data,No Data,P
908,X204,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
909,X236,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,WD,WD,P,U,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,U,P,P,P,WD,WD,WD,P,WD,WD,P,WD,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
910,X306,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
911,X434,2006-07-01T00:00:00.000,2007-03-15T00:00:00.000,P,WD,WD,P,P,No Data,No Data,No Data,P,U,U,P,P,U,No Data,No Data,U,P,P,WD,P,WD,P,WD,P,P,P,U,P,U,P,P,P,P,U,P,P,U,No Data,No Data,No Data,P
912,K066,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,P,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
913,K105,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
914,K215,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
915,K234,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,P,WD,P,No Data,No Data,No Data,P
916,K373,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,U,U,P,U,No Data,No Data,No Data,U,U,U,U,U,P,No Data,No Data,U,P,U,P,P,P,P,P,U,P,U,U,P,U,P,P,WD,P,U,P,P,U,No Data,No Data,No Data,U
917,M247,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,No Data,No Data,No Data,WD
918,M317,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,WD,P,P,P,P,P,P,WD,P,WD,P,P,WD,WD,WD,WD,WD,U,P,P,P,No Data,No Data,No Data,P
919,M332,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,U,P,No Data,No Data,P,P,U,P,P,P,P,P,WD,P,P,P,P,P,WD,P,P,P,U,U,P,U,No Data,No Data,No Data,U
920,M418,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,P,P,WD,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,No Data,No Data,No Data,P
921,M462,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
922,M615,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,U,P,P,U,U,No Data,No Data,No Data,P,U,U,WD,P,U,No Data,No Data,U,P,P,P,P,P,P,P,P,P,P,U,P,U,WD,P,P,P,U,P,U,U,No Data,No Data,No Data,U
923,Q248,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,P,P,WD,U,WD,P,P,P,WD,P,P,P,P,P,P,U,P,P,P,No Data,No Data,No Data,P
924,X225,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,WD,P,WD,P,No Data,No Data,No Data,WD,P,WD,WD,P,P,No Data,No Data,P,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,WD,WD,No Data,No Data,No Data,P
925,X241,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
926,X412,2006-07-01T00:00:00.000,2007-03-19T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,WD,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,P,P,WD,P,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
